KREIS;GEMEINDE;TYP;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT;NORDWERT;GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;AKTENZEICHEN;DATENDATUM;DATENQUELLE
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550087;5980452;06.02.2001;13.11.2001;in Betrieb;61088511741;0005;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550988;5980228;06.02.2001;15.11.2001;in Betrieb;61088511741;0006;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550809;5980529;06.02.2001;27.11.2001;in Betrieb;61088511741;0007;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550411;5980606;06.02.2001;13.11.2001;in Betrieb;61088511741;0008;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550181;5980841;06.02.2001;14.11.2001;in Betrieb;61088511741;0009;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550787;5980894;06.02.2001;21.11.2001;in Betrieb;61088511741;0010;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
Steinburg;Störkathen;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550227;5981072;06.02.2001;13.12.2001;in Betrieb;61088511741;0011;088/01/0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Störkathen;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550554;5981211;06.02.2001;21.12.2001;in Betrieb;61088511741;0012;088/01/0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;WKA Vestas V90;Vestas;105;90;103,3 dB(A);2000;kW Nennleist. Rotor.;550456;5980941;25.10.2010;17.06.2011;in Betrieb;61088511748;0013;G10/2009/130;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;WKA Vestas V80;Vestas;100;80;103,4 dB(A);2000;kW Nennleist. Rotor.;550014;5980664;25.10.2010;28.06.2011;in Betrieb;61088511748;0014;G10/2009/131;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;WKA Vestas V80;Vestas;100;80;103,4 dB(A);2000;kW Nennleist. Rotor.;550635;5980708;25.10.2010;21.06.2011;in Betrieb;61088511748;0015;G10/2009/132;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;WKA Vestas V90;Vestas;105;90;103,3 dB(A);2000;kW Nennleist. Rotor.;550564;5980434;25.10.2010;23.06.2011;in Betrieb;61088511748;0016;G10/2009/133;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;WKA Vestas V90;Vestas;105;90;103,3 dB(A);2000;kW Nennleist. Rotor.;550066;5980092;25.10.2010;28.06.2011;in Betrieb;61088511748;0017;G10/2009/134;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Nordex N163-6.8MW;Nordex;164;163;HZ /dB(A) | 63/86,3 | 125/93,8 | 250/98,4 | 500/100,1 | 1000/99 | 2000/94,9 | 4000/88 | 8000/78,2 | SLP=105 dB(A)	105 dB(A);6800;kW Nennleist. Rotor.;536973;5988544;30.03.2023;;vor Inbetriebnahme;61091246338;0010;G10/2018/081;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Nordex N133-4.8MW;Nordex;110;133,20;HZ /dB(A) | 63/85,5 | 125/93,2 | 250/97,9 | 500/99,7 | 1000/98,6 | 2000/94,5 | 4000/87,6 | 8000/77,5 | SLP=104,6 dB(A);4800;kW Nennleist. Rotor.;538363;5989501;30.03.2023;;vor Inbetriebnahme;61091246341;0001;G10/2020/143;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA3 Vestas V162-5.6/6.0;Vestas;169;162;HZ /dB(A) | 63/84,6 | 125/92,3 | 250/97,1 | 500/98,8 | 1000/97,7 | 2000/93,6 | 4000/86,5 | 8000/ | SLP=103,7 dB(A);6000;kW Nennleist. Rotor.;536844;5989620;03.08.2021;;vor Inbetriebnahme;61091246342;0003;G10/2021/098;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA7 Vestas V136-4.0/4.2;Vestas;82;136;HZ /dB(A) | 63/82,4 | 125/89,9 | 250/94,5 | 500/96,3 | 1000/95,2 | 2000/91,2 | 4000/84,4 | 8000/ | SLP=101,2 dB(A);4200;kW Nennleist. Rotor.;537304;5989917;03.08.2021;30.06.2023;in Betrieb;61091246342;0007;G10/2021/102;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA8 Vestas V162-5.6/6.0;Vestas;169;162;HZ /dB(A) | 63/84,3 | 125/92 | 250/96,8 | 500/98,5 | 1000/97,4 | 2000/93,3 | 4000/86,2 | 8000/ | SLP=103,4 dB(A);6000;kW Nennleist. Rotor.;536493;5989799;03.08.2021;;vor Inbetriebnahme;61091246342;0008;G10/2021/103;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA9 Vestas V162-5.6/6.0;Vestas;169;162;HZ /dB(A) | 63/83,9 | 125/91,6 | 250/96,4 | 500/98,1 | 1000/97 | 2000/92,9 | 4000/85,8 | 8000/ | SLP=103 dB(A);6000;kW Nennleist. Rotor.;536480;5989423;03.08.2021;31.08.2023;in Betrieb;61091246342;0009;G10/2021/104;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA10 Vestas V162-5.6/6.0;Vestas;169;162;HZ /dB(A) | 63/86,6 | 125/94,1 | 250/98,7 | 500/100,4 | 1000/99,3 | 2000/95,2 | 4000/88,3 | 8000/ | SLP=105,3 dB(A)								106,0 dB(A);6000;kW Nennleist. Rotor.;536645;5988910;03.08.2021;26.07.2023;in Betrieb;61091246342;0010;G10/2021/105;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA11 Vestas V150-5.6/6.0;Vestas;169;150;HZ /dB(A) | 63/85,3 | 125/93 | 250/97,7 | 500/99,4 | 1000/98,3 | 2000/94,2 | 4000/87,2 | 8000/ | SLP=104,3 dB(A);6000;kW Nennleist. Rotor.;537874;5988986;03.08.2021;;vor Inbetriebnahme;61091246342;0011;G10/2021/106;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Vestas V136-4.0/4.2;Vestas;82;136;"HZ /dB(A) | 63/84,6 | 125/92,3 | 250/97 | 500/98,8 | 1000/97,7 | 2000/93,6 | 4000/86,7 | 8000/ | SLP=103,7 dB(A); 105,6dB(A)";4200;kW Nennleist. Rotor.;537634;5989729;03.08.2021;17.07.2023;in Betrieb;61091246343;0001;G10/2021/096;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA 1 Vestas V162-5.6;Vestas;169;162;"HZ /dB(A) | 63/84,4 | 125/92,1 | 250/96,9 | 500/98,6 | 1000/97,5 | 2000/93,4 | 4000/86,3 | 8000/ | SLP=103,5 dB(A); 	106,0 dB(A)";6000;kW Nennleist. Rotor.;537253;5989514;03.08.2021;;vor Inbetriebnahme;61091246343;0002;G10/2021/097;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA4 Vestas V162-5.6/6.0;Vestas;169;162;"HZ /dB(A) | 63/83,8 | 125/91,5 | 250/96,3 | 500/98 | 1000/96,9 | 2000/92,8 | 4000/85,7 | 8000/ | SLP=102,9 dB(A); 106,0 dB(A)";6000;kW Nennleist. Rotor.;536872;5989244;03.08.2021;11.09.2023;in Betrieb;61091246343;0004;G10/2021/099;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA5 Vestas V162-5.6/6.0;Vestas;169;162;"HZ /dB(A) | 63/84,4 | 125/92,1 | 250/96,9 | 500/98,6 | 1000/97,5 | 2000/93,4 | 4000/86,3 | 8000/ | SLP=103,5 dB(A); 106,0 dB(A)";6000;kW Nennleist. Rotor.;537651;5989299;03.08.2021;31.08.2023;in Betrieb;61091246343;0005;G10/2021/100;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA6 Vestas V162-5.6/6.0;Vestas;169;162;"HZ /dB(A) | 63/84,1 | 125/91,8 | 250/96,6 | 500/98,3 | 1000/97,2 | 2000/93,1 | 4000/86 | 8000/ | SLP=103,2 dB(A); 106,0 dB(A)";6000;kW Nennleist. Rotor.;537256;5989128;03.08.2021;22.08.2023;in Betrieb;61091246343;0006;G10/2021/101;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA12 Vestas V150-5.6/6.0;Vestas;105;150;"HZ /dB(A) | 63/87,2 | 125/95 | 250/99,9 | 500/101,8 | 1000/100,7 | 2000/96,5 | 4000/89,4 | 8000/ | SLP=106,6 dB(A); 106,6 dBA(A)";6000;kW Nennleist. Rotor.;538550;5988837;03.08.2021;08.07.2023;in Betrieb;61091246344;0012;G10/2021/107;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Enercon E-70 E4;Enercon;71;64;102;2000;kW Nennleist. Rotor.;537022;5989057;09.06.2005;19.10.2005;in Betrieb;61091512718;0004;G10/2004/018;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Enercon E-70 E4;Enercon;71;64;102;2000;kW Nennleist. Rotor.;537233;5989406;09.06.2005;05.10.2005;in Betrieb;61091512718;0005;G10/2004/018;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Enercon E-70 E4;Enercon;71;64;102;2000;kW Nennleist. Rotor.;537303;5989805;09.06.2005;29.09.2005;in Betrieb;61091512718;0006;G10/2004/018;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Enercon E-70 E4;Enercon;71;64;102;2000;kW Nennleist. Rotor.;537476;5989184;09.06.2005;18.10.2005;in Betrieb;61091512718;0007;G10/2004/018;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Enercon E-70 E4;Enercon;71;64;102;2000;kW Nennleist. Rotor.;537660;5989516;09.06.2005;08.10.2005;in Betrieb;61091512718;0008;G10/2004/018;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Enercon E-70 E4;Enercon;71;64;102;2000;kW Nennleist. Rotor.;537790;5989877;09.06.2005;30.09.2005;in Betrieb;61091512718;0009;G10/2004/018;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Enercon E-70 E4;Enercon;71;64;102;2000;kW Nennleist. Rotor.;537966;5989245;09.06.2005;20.10.2005;in Betrieb;61091512718;0010;G10/2004/018;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Enercon E-70 E4;Enercon;71;64;102;2000;kW Nennleist. Rotor.;536802;5989473;19.09.2003;30.09.2005;in Betrieb;61091512718;0011;091/00/0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;Repower MD70;REpower;65;70;103;1500;kW Nennleist. Rotor.;537993;5989632;17.09.2003;31.12.2004;in Betrieb;61091512721;0001;91/00/   000 00088/04;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA 1 Nordex N117;Nordex;91;117;106,0;3000;kW Nennleist. Rotor.;537363;5988761;23.02.2015;14.07.2016;in Betrieb;61091512732;0001;G10/2014/129;10.10.2023;LfU SH, Abtl. 7
Steinburg;Reher;WKA 2 Nordex N117;Nordex;91;117;106,0;3000;kW Nennleist. Rotor.;538270;5988998;23.02.2015;05.08.2016;in Betrieb;61091512732;0002;G10/2014/130;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/100,0 dB(A);3300;kW Nennleist. Rotor.;539517;5969941;30.05.2016;06.11.2016;in Betrieb;61092246804;0001;G10/2016/002;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/100,2 dB(A);3300;kW Nennleist. Rotor.;539624;5969713;30.05.2016;03.11.2016;in Betrieb;61092246804;0002;G10/2016/003;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/100,1 dB(A);3300;kW Nennleist. Rotor.;539697;5969474;30.05.2016;15.12.2016;in Betrieb;61092246804;0003;G10/2016/004;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/100,0 dB(A);3300;kW Nennleist. Rotor.;539798;5969223;30.05.2016;14.12.2016;in Betrieb;61092246804;0004;G10/2016/005;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/104,0 dB(A);3300;kW Nennleist. Rotor.;540020;5970076;30.05.2016;17.11.2016;in Betrieb;61092246804;0005;G10/2016/006;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/103,0 dB(A);3300;kW Nennleist. Rotor.;540062;5969828;30.05.2016;23.11.2016;in Betrieb;61092246804;0006;G10/2016/007;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/102,1 dB(A);3300;kW Nennleist. Rotor.;540104;5969582;30.05.2016;03.11.2016;in Betrieb;61092246804;0007;G10/2016/008;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/101,6 dB(A);3300;kW Nennleist. Rotor.;540149;5969310;30.05.2016;06.11.2016;in Betrieb;61092246804;0008;G10/2016/009;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/100,0 dB(A);3300;kW Nennleist. Rotor.;539841;5968951;30.05.2016;15.12.2016;in Betrieb;61092246805;0001;G10/2016/010;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/100,0 dB(A);3300;kW Nennleist. Rotor.;539884;5968636;30.05.2016;29.12.2016;in Betrieb;61092246805;0002;G10/2016/011;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/101,2 dB(A);3300;kW Nennleist. Rotor.;539940;5968327;30.05.2016;04.11.2016;in Betrieb;61092246805;0003;G10/2016/012;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/102,3 dB(A);3300;kW Nennleist. Rotor.;539962;5968027;30.05.2016;01.11.2016;in Betrieb;61092246805;0004;G10/2016/013;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/101,5 dB(A);3300;kW Nennleist. Rotor.;540192;5969037;30.05.2016;18.11.2016;in Betrieb;61092246805;0005;G10/2016/014;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/101,8 dB(A);3300;kW Nennleist. Rotor.;540224;5968763;30.05.2016;23.11.2016;in Betrieb;61092246805;0006;G10/2016/015;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/102,6 dB(A);3300;kW Nennleist. Rotor.;540254;5968489;30.05.2016;09.11.2016;in Betrieb;61092246805;0007;G10/2016/016;10.10.2023;LfU SH, Abtl. 7
Steinburg;Rethwisch;WKA Vestas V112-3.3;Vestas;144;112;106,5 dB(A)/103,7 dB(A);3300;kW Nennleist. Rotor.;540285;5968215;30.05.2016;03.11.2016;in Betrieb;61092246805;0008;G10/2016/017;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sankt Margarethen;WKA Vensys Energy AG Vensys 112;Vensys;93,5;112;105,0 dB(A) / 95,6 dB(A);2500;kW Nennleist. Rotor.;517858;5972288;29.04.2015;17.12.2015;in Betrieb;61095507691;0001;G10/2014/044;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion MM 100;Senvion;100;100;105,8;2000;kW Nennleist. Rotor.;534861;5960370;14.04.2016;21.12.2016;in Betrieb;61101249921;0001;G10/2015/084;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion MM 100;Senvion;100;100;105,8;2000;kW Nennleist. Rotor.;534559;5960487;14.04.2016;15.12.2016;in Betrieb;61101249921;0002;G10/2015/085;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion MM 100;Senvion;100;100;105,8;2000;kW Nennleist. Rotor.;534239;5960610;14.04.2016;13.12.2016;in Betrieb;61101249921;0003;G10/2015/086;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion MM 100;Senvion;100;100;105,8;2000;kW Nennleist. Rotor.;535269;5960428;21.03.2017;21.02.2018;in Betrieb;61101249922;0001;G10/2016/209;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion MM 100;Senvion;100;100;105,8;2000;kW Nennleist. Rotor.;534974;5960698;21.03.2017;28.02.2018;in Betrieb;61101249922;0002;G10/2016/210;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion MM 100;Senvion;100;100;105,8;2000;kW Nennleist. Rotor.;534653;5960828;21.03.2017;10.02.2018;in Betrieb;61101249922;0003;G10/2016/211;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion MM 100;Senvion;100;100;105,8;2000;kW Nennleist. Rotor.;534250;5960922;14.04.2016;29.12.2016;in Betrieb;61101249923;0001;G10/2015/087;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Nordex N-133;Nordex;110;133,2;HZ /dB(A) | 63/81,9 | 125/88,9 | 250/92,7 | 500/93,6 | 1000/94,1 | 2000/92,8 | 4000/88,5 | 8000/79,3 | SLP=100,2 dB(A);4800;kW Nennleist. Rotor.;537947;5962617;;;im Gen.Verf.;61101249925;0001;G10/2023/002;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Nordex N-133;Nordex;110;133,2;HZ /dB(A) | 63/84,4 | 125/91,4 | 250/95,2 | 500/96,1 | 1000/96,6 | 2000/95,3 | 4000/91 | 8000/81,8 | SLP=102,7 dB(A);4800;kW Nennleist. Rotor.;537645;5962422;;;im Gen.Verf.;61101249925;0002;G10/2023/003;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Nordex N-133;Nordex;110;133,2;HZ /dB(A) | 63/83,9 | 125/90,9 | 250/94,7 | 500/95,6 | 1000/96,1 | 2000/94,8 | 4000/90,5 | 8000/81,3 | SLP=102,2 dB(A);4800;kW Nennleist. Rotor.;538049;5962309;;;im Gen.Verf.;61101249925;0003;G10/2023/004;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;WKA Nordex N149-5.700;Nordex;125,4;149,1;HZ /dB(A) | 63/86,7 | 125/92,9 | 250/96,6 | 500/99,2 | 1000/99,9 | 2000/97,4 | 4000/89,8 | 8000/81,8 | SLP=105 dB(A);5700;kW Nennleist. Rotor.;536186;5962279;27.07.2021;;vor Inbetriebnahme;61101249926;0001;G10/2020/182;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Nordex N149-5.X;Nordex;125,4;149,4;HZ /dB(A) | 63/87,5 | 125/93,7 | 250/97,4 | 500/100 | 1000/100,7 | 2000/98,2 | 4000/90,6 | 8000/82,6 | SLP=105,8 dB(A);5700;kW Nennleist. Rotor.;536506;5962066;27.07.2021;;vor Inbetriebnahme;61101249926;0002;G10/2020/183;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Nordex N149-5.X;Nordex;125,4;149,4;HZ /dB(A) | 63/87,7 | 125/93,9 | 250/97,6 | 500/100,2 | 1000/100,9 | 2000/98,4 | 4000/90,8 | 8000/82,8 | SLP=106 dB(A);5700;kW Nennleist. Rotor.;536662;5961659;27.07.2021;;vor Inbetriebnahme;61101249926;0003;G10/2020/184;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Enercon E-138 EP3 E2;Enercon;80,08;138;;4200;kW Nennleist. Rotor.;537517;5961286;;;im Gen.Verf.;61101249927;0001;G10/2023/045;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion 3.2M114;Senvion;93;114;105,2 dB(A)/105,2 dB(A);3170;kW Nennleist. Rotor.;537981;5964639;29.09.2014;15.07.2015;in Betrieb;61101514263;0001;G10/2014/046;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion MM92;Senvion;100;92,5;104,2 dB(A)/104,2 dB(A);2050;kW Nennleist. Rotor.;538158;5964887;29.09.2014;03.07.2015;in Betrieb;61101514263;0002;G10/2014/047;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Senvion 3.2M114;Senvion;93;114;105,2 dB(A)/105,2 dB(A);3170;kW Nennleist. Rotor.;538462;5964856;29.09.2014;09.07.2015;in Betrieb;61101514263;0003;G10/2014/048;10.10.2023;LfU SH, Abtl. 7
Steinburg;Dammfleth;NEG Micon MN 1500c/64;Micon;68;64;102;1500;kW Nennleist. Rotor.;525361;5972909;04.10.2000;28.06.2001;in Betrieb;61102403503;0001;023/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Dammfleth;NEG Micon MN 1500c/64;Micon;68;64;102;1500;kW Nennleist. Rotor.;525525;5972663;04.10.2000;28.06.2001;in Betrieb;61102403503;0002;023/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Stördorf;NEG Micon MN 1500c/64;Micon;68;64;102;1500;kW Nennleist. Rotor.;525743;5973193;04.10.2000;28.06.2001;in Betrieb;61102403503;0003;023/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Stördorf;NEG Micon MN 1500c/64;Micon;68;64;102;1500;kW Nennleist. Rotor.;525850;5973507;04.10.2000;28.06.2001;in Betrieb;61102403503;0004;023/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Dammfleth;NEG Micon MN 1500c/64;Micon;68;64;102;1500;kW Nennleist. Rotor.;525413;5973347;04.10.2000;28.06.2001;in Betrieb;61102403503;0005;023/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Stördorf;Nordex N133/4800 STE;Nordex;82,5;133,2;HZ /dB(A) | 63/82,5 | 125/89,0 | 250/92,8 | 500/93,7 | 1000/94,2 | 2000/92,9 | 4000/88,6| 8000/79,4| SLP=100,3 dB(A)									;4800;kW Nennleist. Rotor.;526041;5972671;01.12.2021;;vor Inbetriebnahme;61102403505;0001;G10/2021/131;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;Senvion3.4M114 ;Senvion;93;114;105,2 dB(A) / 105,2 dB(A);3400;kW Nennleist. Rotor.;537636;5964583;08.06.2016;27.02.2017;in Betrieb;61104250847;0001;G10/2015/040;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA 1 Senvion 3,4M114;Senvion;93;114;104,2 dB(A) / 104,2 dB(A);3400;kW Nennleist. Rotor.;537290;5965113;10.06.2016;29.03.2017;in Betrieb;61104250848;0001;G10/2015/051;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA 2 Senvion 3,4M114;Senvion;93;114;104,2 dB(A) / 104,2 dB(A);3400;kW Nennleist. Rotor.;537463;5964848;10.06.2016;29.03.2017;in Betrieb;61104250848;0002;G10/2015/052;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA 1 Siemens SWT-3.0-113;Siemens;92,5;113;107,0 dB(A) / 107,0 dB(A);3000;kW Nennleist. Rotor.;536510;5964478;23.12.2016;25.09.2017;in Betrieb;61104250849;0001;G10/2016/173;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA 2  Siemens SWT-3.0-113;Siemens;92,5;113;107,0 dB(A) / 107,0 dB(A);3000;kW Nennleist. Rotor.;537001;5963727;23.12.2016;26.09.2017;in Betrieb;61104250849;0002;G10/2016/174;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA 3 Siemens SWT-3.0-113;Siemens;92,5;113;107,0 dB(A) / 107,0 dB(A);3000;kW Nennleist. Rotor.;536922;5964458;23.12.2016;19.09.2017;in Betrieb;61104250849;0003;G10/2016/175;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA 4 Siemens SWT-3.0-113;Siemens;92,5;113;107,0 dB(A) / 107,0 dB(A);3000;kW Nennleist. Rotor.;537330;5963826;23.12.2016;23.09.2017;in Betrieb;61104250849;0004;G10/2016/176;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;Repower 48;REpower;65;48;102,9;600;kW Nennleist. Rotor.;537716;5965038;21.12.1998;15.05.2001;in Betrieb;61104250852;0012;1334/97;10.10.2023;LfU SH, Abtl. 7
Steinburg;Sommerland;Siemens SWT-DD-130;Siemens;85;130;HZ /dB(A) | 63/78,3 | 125/84,4 | 250/88,4 | 500/91,6 | 1000/92,6 | 2000/93 | 4000/88,2 | 8000/80,4 | SLP=98,5 dB(A);4300;kW Nennleist. Rotor.;537287;5963418;08.02.2021;26.01.2023;in Betrieb;61104250858;0001;G10/2020/030;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;Siemens SWT-DD-130;Siemens;85;130;HZ /dB(A) | 63/88,6 | 125/91,7 | 250/93,9 | 500/98,2 | 1000/100,5 | 2000/100,7 | 4000/96,1 | 8000/85 | SLP=105,9 dB(A);4300;kW Nennleist. Rotor.;536896;5964827;08.02.2021;04.02.2023;in Betrieb;61104250858;0002;G10/2020/031;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA Enercon E-115 EP3 E3;Enercon;92;115,7;HZ /dB(A) | 63/82,7 | 125/88,2 | 250/91,2 | 500/93,3 | 1000/94,4 | 2000/94,9 | 4000/90,8 | 8000/77,4 | SLP=100,6 dB(A);4200;kW Nennleist. Rotor.;537664;5965167;06.11.2020;30.11.2022;in Betrieb;61104250859;0001;G10/2020/053;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA Enercon E-115 EP3 E3;Enercon;92;115,7;HZ /dB(A) | 63/84,6 | 125/90,2 | 250/93,4 | 500/95,7 | 1000/96,8 | 2000/97 | 4000/92,7 | 8000/79,4 | SLP=102,8 dB(A);4200;kW Nennleist. Rotor.;537810;5964936;06.11.2020;28.10.2022;in Betrieb;61104250859;0002;G10/2020/054;10.10.2023;LfU SH, Abtl. 7
Steinburg;Süderau;WKA Enercon E-115 EP3 E3;Enercon;92;115,7;HZ /dB(A) | 63/83,9 | 125/89,4 | 250/92,4 | 500/94,6 | 1000/95,8 | 2000/96,5 | 4000/92,4 | 8000/79,1 | SLP=102 dB(A);4200;kW Nennleist. Rotor.;538083;5965112;06.11.2020;24.08.2022;in Betrieb;61104250859;0003;G10/2020/055;10.10.2023;LfU SH, Abtl. 7
Steinburg;Wacken;WKA1 Vestas V136-4.2;Vestas;112;136;"HZ /dB(A) | 63/84,6 | 125/92,3 | 250/97 | 500/98,8 | 1000/97,7 | 2000/93,6 | 4000/86,7 | 8000/0 | SLP=103,7 dB(A); 105,6 dB(A)";4200;kW Nennleist. Rotor.;522687;5984889;18.03.2021;27.02.2023;in Betrieb;61107251812;0001;G10/2020/153;10.10.2023;LfU SH, Abtl. 7
